text,emotion,source
@user Our 3 losses followed bye weeks & an FCS team. Do we get rid of those next year? #sarcasm,sarcasm,tweeteval_irony_test
Nothing says nature like the relentless sound of AM commuter traffic #fthunter #AMdogfun #not@allpeaceful,sarcasm,tweeteval_irony_test
"@user @user we've grinded for our gear and now they're worthless, thank you",sarcasm,tweeteval_irony_train
So despite the fact that I was up till 4 studying and had to wake up at 7 I think this day is going to be great 😒,sarcasm,tweeteval_irony_train
"Irony died 1000 times during the climax of Sholay, when the police urged Thakur not to take the law into his HANDS.  #Bollywood",sarcasm,tweeteval_irony_train
"Don't be offended when you hear #HappyHolidays when people refer to #Christmas. The word 'holiday' is derived from ""Holy Day"". #fb",sarcasm,tweeteval_irony_train
Sunday is such a fun day to study #not #ew #saywhat,sarcasm,tweeteval_irony_test
Oh I just love when I wake up with a migraine 😒 #not #needmeds,sarcasm,tweeteval_irony_test
just exactly how I wanted to start my day!!!  #shitty,sarcasm,tweeteval_irony_validation
This should be fun next spring.,sarcasm,tweeteval_irony_validation
@user woww thanks for that helps alot  hahaha saddd 😂,sarcasm,tweeteval_irony_validation
Tomorrow will be a great day...,sarcasm,tweeteval_irony_validation
@user @user an e-reader would definitely help save my life if someone broke into my house. Good call,sarcasm,tweeteval_irony_validation
Customers during Christmas time are SO NICE.,sarcasm,tweeteval_irony_train
@user thanks for leaving the dish for us  #badbusiness,sarcasm,tweeteval_irony_train
#NBA players #NY support protests of #police killings/sure #money donations for #college WB coming,sarcasm,tweeteval_irony_validation
Will put corporate racism and sexism back where it belongs: Face-to-face  @user Execs think twice,sarcasm,tweeteval_irony_train
Lmao I may be drunk... But my level of maturity is at it's all time high lmfaoo. 😂😂😂,sarcasm,tweeteval_irony_train
"@user When all the ""trauma"" these kids are suffering is over, the fact remains, You apologised for telling the truth.  #stuism",sarcasm,tweeteval_irony_train
@user I'll snap at you if you tell me what to do again!|😂  #funnyGuy,sarcasm,tweeteval_irony_train
group message with bbc to start off my morning thanks Hannah :-),sarcasm,tweeteval_irony_train
"@user @user Hmmm, Next year we'll be saying, teams that moved from SD to LA.",sarcasm,tweeteval_irony_train
Experts Doubt North Korea Hacked Sony « CBS Dallas / Fort Worth #hacker #hacked,sarcasm,tweeteval_irony_train
"That's me, the infamous pepper shaker replacer.",sarcasm,tweeteval_irony_validation
@user now that's just mean.  #sorrynotsorry,sarcasm,tweeteval_irony_train
@user @user Nice smile,sarcasm,tweeteval_irony_train
Yeah this is so cool just fucking woke up,sarcasm,tweeteval_irony_train
@user Fox News criticizing poor journalism regarding the UVA incident is hilarious,sarcasm,tweeteval_irony_train
#Hazard worker training. 1st break there was 3 doz donuts and half class outside to smoke. #fail #nomealfitters #irony @user @user,sarcasm,tweeteval_irony_test
My favorite thing is waking up at 4 and driving 20 minutes in the snow just to see this bitch ass #Not #PaneraProTeam,sarcasm,tweeteval_irony_test
"Blue skies, warm air, and the royal accommodation! #WhatMoreDoesOneNeed #Education? #Not...",sarcasm,tweeteval_irony_test
Reading a Victoria's Secret Fashion Show recap with a plate of French fries in front of me 🍟,sarcasm,tweeteval_irony_train
@user @user can't wait to see ya both,sarcasm,tweeteval_irony_validation
Sanjay Dutt asks for parole to meet his wife whereas other husbands want parole from their wives but there no body exist to grant it.|,sarcasm,tweeteval_irony_train
Someone I work w doesn't let his kids believe in Santa because he's mythical  & at odds w Church dogma. I REALLY want 2 explain  2 him,sarcasm,tweeteval_irony_train
Friday morning lecture on blood 😍😍😍😍😍😍,sarcasm,tweeteval_irony_train
@user # SHOCKING,sarcasm,tweeteval_irony_train
Fleury with 5 shut outs so far on the season. He's still not good though,sarcasm,tweeteval_irony_train
yet another rainy goshen concert night☔🎻 #surprised,sarcasm,tweeteval_irony_train
"@user yes, we officially try that.  #Gamergate",sarcasm,tweeteval_irony_train
Don't you love when guys try to give you their number? Keyword TRIED.  #backupoff,sarcasm,tweeteval_irony_train
Halfway thorough my workday ... Woooo,sarcasm,tweeteval_irony_train
Prevents blood clots! More like stops blood circulation #SurgicalStockings #attractive,sarcasm,tweeteval_irony_train
What a B.E.A.utiful day in Scotland!! :) #rain #gales  lol,sarcasm,tweeteval_irony_train
.@sunrise how far back can I search my google calendar via sunrise? google doesn't have a working search engine on its calendar,sarcasm,tweeteval_irony_train
@user But what about white on white crime? It's like a ribbon in the sky...non-existent.,sarcasm,tweeteval_irony_validation
Pretty excited about how you gave up on me. File Under: #sarcasm,sarcasm,tweeteval_irony_test
I have three exams today lets gooooo! #School #Sarcasm #Swag,sarcasm,tweeteval_irony_test
Good thing I'm scared of clowns and my kindergarten teacher was dressed as one today. 😑,sarcasm,tweeteval_irony_train
@user One could hope.,sarcasm,tweeteval_irony_train
Lol at the #EatenAlive show. if that's the name of the show gotta do it not quit cause the snake was hurting his arm. #goodtv  #garbage,sarcasm,tweeteval_irony_train
"@user thanks for sharing Mike, your opinion means a lot to us.  #orisit?",sarcasm,tweeteval_irony_train
@user did you think that only making 100 was going to be enough?,sarcasm,tweeteval_irony_train
love studying for anatomy 💓,sarcasm,tweeteval_irony_train
"#Irony: ""The elections are not over zero VAT, but about whether there will be a Zionist or extremist country here"".",sarcasm,tweeteval_irony_test
"@user @user great seing u mate, thanks for the cheap shot 😉 safe trip back 🍻🍻||Dry train why we lost 😂😂😂😂😂",sarcasm,tweeteval_irony_train
"@user Todd is love, Todd is life",sarcasm,tweeteval_irony_train
"Nice friendly drivers @user ""never get on a bus with a £20 note mate"" what a way to make you feel welcome!",sarcasm,tweeteval_irony_train
"Found my motivation... Aka the back of my eye lids, by accident. Boy, me and @user are some winners. #not #senioritisisreal #losers",sarcasm,tweeteval_irony_test
My boy has another cold and spent the night coughing and sneezing all over me #sexy,sarcasm,tweeteval_irony_train
What a shock. Duke Johnson is hurt in an important game.  #canes,sarcasm,tweeteval_irony_validation
"They decided 2 change King's trunks 2 gold, his logos 2 green & his tights to blue. How creative. .",sarcasm,tweeteval_irony_validation
Love how I can never fall asleep  #insomnia,sarcasm,tweeteval_irony_train
I bet Joel Embiid is psyched to come back from his injury to play for the worst team in NBA history. #Sarcasm,sarcasm,tweeteval_irony_test
"i need to start going to bed earlier...smh, goodnight everyone, or should i say goodmorning haha #morning ...",sarcasm,tweeteval_irony_train
Another day just livin the dream  #needmoremoney,sarcasm,tweeteval_irony_validation
"Love how the adverts for the woman in black 2 say ""you won't sleep for weeks""...way to sell it to me 😳   #SheNeverLeft",sarcasm,tweeteval_irony_train
@user Just abt 2 say d same  :) I'm not sure whether Oxford Brookes Uni is part of Oxford Uni. yet his CV is impressive still!,sarcasm,tweeteval_irony_validation
i just loveee bein short and having my sweatpants go all the way under my feet its so fun... 💩,sarcasm,tweeteval_irony_validation
It's almost 1am and @user and I are arguing on why the guy is cute or not. Really. This is our lives. Come on were adults.,sarcasm,tweeteval_irony_train
Can't wait for my boyfriend to come home and kick my butt into shape....  🙈😂 @user,sarcasm,tweeteval_irony_train
"Well today is off to a great start, might as well be Monday",sarcasm,tweeteval_irony_train
Sending best wishes to all my coworkers at the 9AM this morning,sarcasm,tweeteval_irony_train
My christmas gift... i have sweetest friends :) #blessed,sarcasm,tweeteval_irony_train
"'Liberated' Iraq -- 2014 One of Bloodiest Years with More than 36,000 Victims: Thank you, Western liberators #sarcasm",sarcasm,tweeteval_irony_test
"Just a hunch here,but I think Steven Gerrard is leaving,possibly going to the MLS  #hesnodeed",sarcasm,tweeteval_irony_train
"I shun the workplace chit chat, to look at what happening on twitter  #randomtweet",sarcasm,tweeteval_irony_validation
@user try having no internet for a month. Now I know how Ethiopians feel.,sarcasm,tweeteval_irony_train
An answer to the one who criticize #feminism #Uglygirlsclub  #fourthwave,sarcasm,tweeteval_irony_train
Finals week plus hearing that my grandma is in the ICU = amazing  #letmegohome,sarcasm,tweeteval_irony_validation
glad to just find out we had a quiz due yesterday and I didn't even know thanks for the notification blackboard,sarcasm,tweeteval_irony_validation
Cheers to another good day...,sarcasm,tweeteval_irony_validation
@user Guess they didn't get the memo reg non-nuclear Baltic sea #sarcasm,sarcasm,tweeteval_irony_test
Everyone competing against each other for privatized goods is way better than working together as a whole to advance humanity.,sarcasm,tweeteval_irony_train
@user Oh but Bradford is awful!,sarcasm,tweeteval_irony_train
"danniella westbrook went to a food bank she should have gone to Iceland, oh yeah she fucked that up too   #freedomofspeech",sarcasm,tweeteval_irony_train
The thirstiest of thirst buckets calling other people thirsty 😒 #irony,sarcasm,tweeteval_irony_test
"@user @user In a musical, the music department is quite unimportant.  #umitsaMUSICAL",sarcasm,tweeteval_irony_validation
@user i wanna do mine but im a pussy,sarcasm,tweeteval_irony_train
Nothing like waking up to the sweet sounds of your cat trying to chew the shoelaces off your husband's new boots,sarcasm,tweeteval_irony_train
Can't fck with you hoe an I'm sorry 👐 😂,sarcasm,tweeteval_irony_train
Currently writing about how I plan to stop procrastinating after leaving the paper untouched all day,sarcasm,tweeteval_irony_train
"Someone took my lucky hat today, yay, isn't that fun... #sarcasm #IhopeIGetItBack",sarcasm,tweeteval_irony_test
"@user  I'm really big supporter of #lawenforcement. Like Sheriff Clarke said, it's all theatrics. #Ferguson @user",sarcasm,tweeteval_irony_train
@user Makes me so proud to be an American,sarcasm,tweeteval_irony_train
"Digital drumsticks, thanks Grandma and Grandpa",sarcasm,tweeteval_irony_train
Nose is stuffed.Awesome.,sarcasm,tweeteval_irony_validation
@user oh so someone got in trouble for making fun of the people who behead innocent people...nice,sarcasm,tweeteval_irony_train
Loving life.,sarcasm,tweeteval_irony_train
@user @user So is he banded from wearing the clothes?  #Karma,sarcasm,tweeteval_irony_train
@user too bad CNN can't conceive their own story. #truth #news ?   #hypocrite #expose  #fake #exposed2014 #boycott #sponsors,sarcasm,tweeteval_irony_validation
You are so cool!,sarcasm,tweeteval_irony_train
I'm absolutely positive that Coaches love it when parents tell them how to coach and run their program. #sarcasm #NOT #sticktoparenting,sarcasm,tweeteval_irony_test
"Rolls-Royce, as envisioned by the wonderful people at Mansory #rollsroyce #purple #customcar",sarcasm,tweeteval_irony_train
Yet another angry #Bluehand moron blocks me after just one tweet :-p,sarcasm,tweeteval_irony_train
"Whatever happened to the Guano Apes? Did they ever make it ""Big in Japan""?",sarcasm,tweeteval_irony_train
Love that I still have kids that still wake up early on Christmas  #justkiddingIlovethem,sarcasm,tweeteval_irony_train
@user @user Junior got a rim shot for a 'rim job' joke.,sarcasm,tweeteval_irony_validation
"Looking forward to a nice and long 130km #cycle tomorrow, in the minus degree weather  #fool #festive500",sarcasm,tweeteval_irony_train
Just got an email from the law school saying 3 people have infringed copyright by not referencing properly..in our essay on copyright,sarcasm,tweeteval_irony_train
"Hiring Managers are willing to wait for 30Days for a guy who can join immediately, but cannot take a guy with 30Days notice period.",sarcasm,tweeteval_irony_train
Putin praising Constitutional Court for defending against 'arbitrary action on the part of the government,sarcasm,tweeteval_irony_train
Coin ! LeCoinCanard: Coin ! LeCoinCanard: Coin ! LeCoinCanard: Coin ! deanbcfc: WasAlRahman this is a question I ask myself everyday ...,sarcasm,tweeteval_irony_validation
That's always a great way to boost self-esteem,sarcasm,tweeteval_irony_train
Sick on Christmas YAYYYY #not,sarcasm,tweeteval_irony_test
The world is such a smiley place. 😳,sarcasm,tweeteval_irony_validation
So kind of occ health to book my tb skin test on my day off uni. I am thrilled,sarcasm,tweeteval_irony_train
today is just starting out fabulous,sarcasm,tweeteval_irony_train
I love getting up at 4 30 so I can wait on other ppl! #sarcasm,sarcasm,tweeteval_irony_test
Merry Christmas love Instagram 😂 #gifts  #spam,sarcasm,tweeteval_irony_train
"First final of the day done, only three more to go. #greatscheduling  #incaseyoucanttell",sarcasm,tweeteval_irony_train
Going to go into central for last minute present shopping #soorganised,sarcasm,tweeteval_irony_validation
"@user Penguins cancel morning skate, which was an optional, due to icy road conditions.""",sarcasm,tweeteval_irony_validation
Today is a fabulous day  #Work #Ugggh,sarcasm,tweeteval_irony_validation
Next day makeup just looks so hawt 💋,sarcasm,tweeteval_irony_train
"Most Hindus depend on the 'western' researchers,who explain to them what's written in Hindu scriptures!;-) @user #FacePalm",sarcasm,tweeteval_irony_validation
@user @user Let the Western bastards bank accounts freeze in the dark!  #seewhatidid #readpeople,sarcasm,tweeteval_irony_validation
Human brains disappear every day. Some of them have never even appeared.. ||http://t.co/Fb0Aq5Frqs||#brain #humanbrain,sarcasm,tweeteval_irony_validation
Travel and tourism this morning.My favourite lesson whoooo,sarcasm,tweeteval_irony_train
Kid who tried stealing tools from me is now mad cuz someone took his hot sauce out of the fridge at work #Irony,sarcasm,tweeteval_irony_test
Platoon strategy ain't so bad. I mean we are a 7 line army.  #mets,sarcasm,tweeteval_irony_validation
"Accidentally breaking your own computer when your tech support! Haha , talk about employee of the month  #techSupport 💻💾🔫",sarcasm,tweeteval_irony_validation
"So, Matt and Natasha are having sex. #WhatASuprise  #WhatElseIsNew",sarcasm,tweeteval_irony_train
"""@BarakRavid: BREAKING: PM Netanyahu slams EU countries: ""The Europeans are hypocrites that learned nothing from the holocaust""""",sarcasm,tweeteval_irony_train
Laptop speakers are too quiet for music & simply too loud for porn 😒 !#Irony,sarcasm,tweeteval_irony_test
When you're already running late and then your car won't start <<< #FantasticFriday,sarcasm,tweeteval_irony_train
@user Wow! I can now afford that holiday I've always wanted!,sarcasm,tweeteval_irony_validation
Who ever thought moving in the middle of December would be so peaceful?,sarcasm,tweeteval_irony_train
LOL.. Micromax is promising that service?,sarcasm,tweeteval_irony_train
Awesome rainy day at the track!!,sarcasm,tweeteval_irony_train
When I'm lacking inspiration I resort to scribbling angry/pretty things. Great start to the week! #sarcasm,sarcasm,tweeteval_irony_test
Throwing up on Christmas morning is my ideal way of spending it.,sarcasm,tweeteval_irony_train
@user @user ^^^^ IMAGINE THAT? Never would have guessed,sarcasm,tweeteval_irony_train
Don't know if I can handle this crazy 11-2 shift. It's so long I might pass out on the job! #sarcasm,sarcasm,tweeteval_irony_test
Well on a positive note if I can stay awake for another hour I can go get my blood work done! #positivenote fun stuff,sarcasm,tweeteval_irony_train
"@user So happy I got an offer from Trinity Laban, I'd take Greenwich over Leeds any day leeds is where it's at 💃✋",sarcasm,tweeteval_irony_train
Few things are more amazingly wonderful than getting up early on a Monday morning to start the work week!!!!!!  #needmoresleep 😴💤😕,sarcasm,tweeteval_irony_train
The dude who told me money isn't everything is arguing with his son over money. In public.,sarcasm,tweeteval_irony_train
.@doctoratlarge yeah. Tones are the most obvious things in tweets.,sarcasm,tweeteval_irony_train
Full on man flu just in time for a weekend of work!! #awesome #sarcasm #coldandflu,sarcasm,tweeteval_irony_test
Produce Mobile Apps #not,sarcasm,tweeteval_irony_test
.@ThatNeilGuy Isn't it great how all those ppl have done a public mea culpa since that didn't happen?,sarcasm,tweeteval_irony_train
25 Historical Images That Normalize #Breastfeeding via @user We're so more tolerant now...,sarcasm,tweeteval_irony_train
What else would you do on friday? |#TGIF  #8crap,sarcasm,tweeteval_irony_validation
Leaving whilst its dark is fun. #not,sarcasm,tweeteval_irony_test
- the true definition - #Iran hosting a conference against extremist!,sarcasm,tweeteval_irony_train
"@user it could have happened to anyone. Your time will come, critics. Oops, apologies. A typical  -loving #Brit.",sarcasm,tweeteval_irony_train
So that went well,sarcasm,tweeteval_irony_validation
Me: my stomach is upset.| My stomach: I AM MORE THAN UPSET!,sarcasm,tweeteval_irony_train
Christmas shopping on 2hrs sleep is going to be fun!!!!!,sarcasm,tweeteval_irony_validation
Welp. There goes 50 bucks down the drain. Thanks KU Student Housing.  Get. Me. OUT.,sarcasm,tweeteval_irony_train
"All I want for Christmas is..the complimentary coaster offered by the title insurance company if I generate a ""Quick Quote"" to myself.",sarcasm,tweeteval_irony_validation
"Zuma reads the quote ""People are not fighting for ideas, they fight for material benefits. To live in peace."" #Irony #YCLNationalCongress",sarcasm,tweeteval_irony_test
Photo: Cheers! #vodka #mother #energy #drink #tipsy #on #one #drink #Cadbury  #alcoholic #Friday...,sarcasm,tweeteval_irony_validation
@user yeah I do. But you know there's this thing called an all nighter and apparently I wanna pull one #not,sarcasm,tweeteval_irony_test
Love being made fun of,sarcasm,tweeteval_irony_train
So far today is going AWESOME.  #fuckoff,sarcasm,tweeteval_irony_validation
The #Irony of playing this song on my way to #work |#NoMoney #PartTimeCooks blackmossptc thanks for...,sarcasm,tweeteval_irony_test
One of my favourite things about going to fanshawe is walking to the Z building,sarcasm,tweeteval_irony_train
It's such a joy to wake up sick again and not be able to use the one arm I do everything with.,sarcasm,tweeteval_irony_train
We hold these kids back.....  #RUT340,sarcasm,tweeteval_irony_train
"99 % of Maldives is water. Yet, we're experiencing a water shortage.",sarcasm,tweeteval_irony_train
My last final today then straight to my surgeons #WhatAGoodWeek,sarcasm,tweeteval_irony_train
Girls won't answer their phone when I'm calling them bc they think I'm calling them in early but I'm actually calling to cut them #irony,sarcasm,tweeteval_irony_test
Can always #countonmother to impart #wordsofkindness. Especially on a special day! !!,sarcasm,tweeteval_irony_train
@user I mean that all matter this game,sarcasm,tweeteval_irony_train
Glad there's not a typhoon where we go on holiday in 4 weeks.  #fml,sarcasm,tweeteval_irony_train
That moment when #BabyBoomer next to you philosophize about the lacking #communication skills of #GenerationY ->  #NewWayToCommunicate,sarcasm,tweeteval_irony_train
I hate plane rides but I wanna go to so many different countries,sarcasm,tweeteval_irony_train
Security Engineers are not Security Guards. :| #Hackers  #security,sarcasm,tweeteval_irony_train
"~I'm not closed-minded, I'm just dogmatic~ #sarcasm #contradictions",sarcasm,tweeteval_irony_test
"She heard Him cry and His little fingers & toes were counted and Mary exclaimed ""He's PERFECT!""  Oh Mary, you so cray cray.",sarcasm,tweeteval_irony_train
@user but hey we could just kill their kids in a drone strike cause that strategy seems to b working so well and #not,sarcasm,tweeteval_irony_test
@user maybe you should grind the gym man #not #calling #you #fat,sarcasm,tweeteval_irony_test
Really love when the @user  is over five minutes late on the cold days. Feels like Metro!,sarcasm,tweeteval_irony_train
Waking up with a pounding headache is just what I need for this final #sarcasm,sarcasm,tweeteval_irony_test
@user they can be assured you'll recommend them!,sarcasm,tweeteval_irony_validation
I have to leave for school at 9am and I'm still in bed #fucktherain #wherearemyhunters #imgonnalooksocutetoday,sarcasm,tweeteval_irony_train
"@user it'll be ok, just get your TA to fix it!!",sarcasm,tweeteval_irony_train
We'll that was a great way to start off my morning 😀,sarcasm,tweeteval_irony_train
A #celebrity is a person who is known for his well-knownness. #fact #TeamFollowBack #irony,sarcasm,tweeteval_irony_test
OH and now the District line has major signal failures and delays FANTASTIC!!!,sarcasm,tweeteval_irony_train
Being ignored is still in my top ten things I love. #sarcasmtweet,sarcasm,tweeteval_irony_train
"@user NO, there 'only' are some Finnish #snipers, working with the fascists in Kyiv! Nice guys, !",sarcasm,tweeteval_irony_train
I just wrote a 13 page paper... I was awfully tired when I was writing it and now I can't sleep. #irony,sarcasm,tweeteval_irony_test
@user @user LFC worst start in 50 years and still above EFC.... that is funny!!! #WishWeHadA28MilStriker,sarcasm,tweeteval_irony_train
When your  is so advanced people actually think you are #stupid..,sarcasm,tweeteval_irony_validation
@user I miss seeing your face and t-Rex hands everyday on Vlogmas😭😘 -Rexemoji🙈,sarcasm,tweeteval_irony_train
@user gun laws will fix everything,sarcasm,tweeteval_irony_train
"While politicians are busy in scuffles #PakArmy is doing their job yet maligned  ""@peaceful_h:Salute 2 PAKARMY",sarcasm,tweeteval_irony_train
Wow I feel great,sarcasm,tweeteval_irony_train
people speaking of law to protesters who are fighting for justice themselves...  #ModelTownNotForgotten #PAT #PTI #GoNawazGo,sarcasm,tweeteval_irony_validation
"Good job @user Same-sex marriage harms free speech, new Ontario judge wrote in 2012",sarcasm,tweeteval_irony_train
I think Apple should make their iCloud service and options a little more confusing. Its really getting good now.,sarcasm,tweeteval_irony_train
Always fun when buses don't turn up! It's my favorite waiting outside in the freezing cold for them for like half an hour 😏,sarcasm,tweeteval_irony_train
Good thing we have an ace like Clay Bucholz who is proven to be durable and consistent.............. HAHA.,sarcasm,tweeteval_irony_train
"@user  you were decrying a hate crime against a Bosnian man & now you're back to your same old game, inciting hate torwards Muslims.",sarcasm,tweeteval_irony_train
People who don't get : you are THE BEST!,sarcasm,tweeteval_irony_validation
"Those mini naps I had all night between sneezing, coughing and blowing my nose were super restful.  #fluday4",sarcasm,tweeteval_irony_train
@user @user @user Again fans come second. Thanks again,sarcasm,tweeteval_irony_train
"I cared for 8 seconds, then I got distracted. 😂",sarcasm,tweeteval_irony_train
Our physics exam was quite fun...  #Prelim,sarcasm,tweeteval_irony_train
so I have pink eye. I'm sooo excited about it :/,sarcasm,tweeteval_irony_train
"Have you ever seen the like?? 'Republican move' that will 'effectively rob the royal family', Kate's 32k meal #irony",sarcasm,tweeteval_irony_test
@user wow.. she really touched them with that tweet.,sarcasm,tweeteval_irony_train
@user this is my new fave thing on facebook  #sexpest,sarcasm,tweeteval_irony_train
@user I don't recall dalai lama talking about busty girls and celebs but apart from that....,sarcasm,tweeteval_irony_train
"soon, stop, wtf, and omg are deff my fav things to hear 😂",sarcasm,tweeteval_irony_train
You could say after today I'm officially necrophelic #LatinFinal #justajoke #not intodeadthings,sarcasm,tweeteval_irony_test
"@user @user the cop also had prior misconduct charges. But, ya know, that's ok #sarcasm",sarcasm,tweeteval_irony_test
"juugin everything, niggas got warrants to pay",sarcasm,tweeteval_irony_train
When someone who is extremely selfish dramatically wonders why people are so selfish !,sarcasm,tweeteval_irony_train
@user Thank you @user for having me on the cover of the Feminism issue. My favourite magazine cover ever. LorraineELLE X,sarcasm,tweeteval_irony_train
She talkin bout gender roles and we're the narrow minded ones #Irony,sarcasm,tweeteval_irony_test
Girls who put their area code in their instagram about me...so clever!  #stupidsauce #mymomcoulddobetter,sarcasm,tweeteval_irony_train
I'm so glad I'm sick today. | #bullcrap,sarcasm,tweeteval_irony_train
working a double on 2 hours of sleep here we go let's get it,sarcasm,tweeteval_irony_train
So excited to spend the next 12 hours at school.,sarcasm,tweeteval_irony_train
When you show your valid 16-25 railcard and shes charges you full price anyway. Great service from Tamworth  @user,sarcasm,tweeteval_irony_train
"Christmas shopping take 2, the weekends attempt was a waste of time so lets try again #CantWait",sarcasm,tweeteval_irony_train
@user so helpful,sarcasm,tweeteval_irony_train
Everyone is broken. Some of 'em are so good to hide it. So good until I want to punch them in the face.,sarcasm,tweeteval_irony_train
Yay for no longer having a vehicle!  😔😞,sarcasm,tweeteval_irony_validation
@user @user really? My respect for feminist/womens movements is through the roof. !,sarcasm,tweeteval_irony_validation
"So Ally McCoist hands his notice in and gets a pay rise,he really has Rangers best interests at heart",sarcasm,tweeteval_irony_train
Sipping a chicken Cuppa soup and watching #Jezza how exciting,sarcasm,tweeteval_irony_train
Pretty much the real deal  #thanksmom,sarcasm,tweeteval_irony_train
14 units next semester plus work yes so excited for that!!!,sarcasm,tweeteval_irony_train
@user stoked...,sarcasm,tweeteval_irony_validation
🙀😱🙀😱🙀😱 #POPCORN!!!!!! 😂🎅😂🎅😂🔫🔫 bringing this at movie tuesday night!!,sarcasm,tweeteval_irony_train
Fun at @user #Basics4Babies Day @user on Sunday: Ask Travis Lulay to get his face painted like Tony The Tiger  #worthashot,sarcasm,tweeteval_irony_validation
The song was 'don't cry for me Argentina' #irony,sarcasm,tweeteval_irony_test
I love seeing what you guys got,sarcasm,tweeteval_irony_train
Everyones full of ruddy xmas cheer here,sarcasm,tweeteval_irony_train
MVP goes to Concordia Wifi.,sarcasm,tweeteval_irony_train
"The Bay Area storm is so big that tons of people's work was canceled today, causing me to be early to mine. #irony #stormageddon",sarcasm,tweeteval_irony_test
Love being called into work on my morning off after not even 6 hours of sleep.  #thanks #splitshift,sarcasm,tweeteval_irony_validation
@user 1/5th. Just like in the real world!,sarcasm,tweeteval_irony_train
Oh how I love fainting randomly,sarcasm,tweeteval_irony_train
Gotta love #EMC's latest feature on the VNX side.,sarcasm,tweeteval_irony_train
@user This year's class picture is so awesome. Really awesome!  👊  hahahahaha 😂,sarcasm,tweeteval_irony_train
The  of taking a break from reading about #socialmedia to check my social media.,sarcasm,tweeteval_irony_train
I love when this happens,sarcasm,tweeteval_irony_validation
"@user @user Awesome destination site. High population of 136k, super easy to get to, lots of great sites. Will do well there! .",sarcasm,tweeteval_irony_train
"And with this revelation, the African-American community's faith in law enforcement skyrockets!",sarcasm,tweeteval_irony_train
"@user feeding your own flesh and blood/making an alley way smell terrible = same, same.  #90ssarcasm #thesun #thingsthatarewrong",sarcasm,tweeteval_irony_train
"so, sane peoples would talk to themselves in twitter because they can't find other sane humans to talk to. that  #retweet#ifagree",sarcasm,tweeteval_irony_train
Woke up crying because of the nightmare I had... gonna be a great day,sarcasm,tweeteval_irony_train
Funny your the broken one now Im the only one who needed saving.|,sarcasm,tweeteval_irony_train
"I can't stop laughing at this. The fact that they specialize in ""Viral Marketing"" is especially amusing. ...",sarcasm,tweeteval_irony_train
"I love that when a female expresses herself in an emphatic manner, it's always attributed to her menstrual cycle. -Mags  #PMS",sarcasm,tweeteval_irony_train
Today is going to be a great day . #not. 😔,sarcasm,tweeteval_irony_test
@user but they put it in soaps and shampoo! It's healthy!,sarcasm,tweeteval_irony_train
I'm glad H & M has employed enough staff today.  #nohelp #terrible,sarcasm,tweeteval_irony_validation
Dont we all just love those people who message you out of nowhere and act like you guys are close cus they want something from you?,sarcasm,tweeteval_irony_validation
I love when my mornings start off like this.,sarcasm,tweeteval_irony_train
Sub is making class go by so slow that I feel like I am losing brain cells. #irony #substitute #MoveitAlong,sarcasm,tweeteval_irony_test
It is good that very few businesses/govts in EM economies have borrowed much via dollar-denominated loans from international banks. #Sarcasm,sarcasm,tweeteval_irony_test
@user continuing with that wonderful customer service ?,sarcasm,tweeteval_irony_train
"I think my friend just sent @user a snapchat of me drinkin water, cuz she's fun like that #sarcasm #rehydratewhenyadehydrate #brat",sarcasm,tweeteval_irony_test
Morning cry session with my roomie. Today's going to be a great day.,sarcasm,tweeteval_irony_train
"Watching the news being like; ""oh this totally restored my faith in humanity.""",sarcasm,tweeteval_irony_train
"The Interview has been cancelled, not because of north korea but because the immense comedy would blow our mortal minds",sarcasm,tweeteval_irony_train
love being able to be comfortable in my own room😃👍,sarcasm,tweeteval_irony_train
"tried to export an azure vm, well that went ok #sarcasm #vmcorrupt #thankyoumicrosoft #startalloveragain",sarcasm,tweeteval_irony_test
Ppl make blanket statements about a whole race as a defense that they are sick of hearing about race,sarcasm,tweeteval_irony_train
Gael 'pro at presentations' Anderson #not #choke,sarcasm,tweeteval_irony_test
Sorry this doesn't make any sense why make it even more tough? That's going to produce more players..,sarcasm,tweeteval_irony_train
@user Aren't humans the ones who are playing the sport?,sarcasm,tweeteval_irony_train
"@user @user Porn!? Where where?? Move that naked woman, I can't see where the porn is!| #games",sarcasm,tweeteval_irony_train
@user @user Time to listen to ppl complain bout their lot in life bec they cudnt make themselves anything??? Yay!!!!,sarcasm,tweeteval_irony_train
"@user he lost his license not long after, mwahaha  @user",sarcasm,tweeteval_irony_train
@user He was caught attending...*gasp* a Latin Mass.,sarcasm,tweeteval_irony_validation
@user I think that was the joke.,sarcasm,tweeteval_irony_train
So let me get this straight he was going to sign with UFC no matter what wifey said? #HappyMarriage,sarcasm,tweeteval_irony_train
It's always nice when a teacher doesn't leave lesson plans for their sub...,sarcasm,tweeteval_irony_train
@user We are rumored to have talked to Erv's agent... and the Angels asked about Ed Escobar... that's hardly nothing    ;),sarcasm,tweeteval_irony_validation
@user @user @user @user Was that head Mathers batting?|#powerful!!|#intimidating|,sarcasm,tweeteval_irony_validation
"@user yup gotta keep up with my ""frantic party lifestyle"".",sarcasm,tweeteval_irony_train
I love putting Flobeam mechs back together.||,sarcasm,tweeteval_irony_train
Love it when your typing at work and a spider comes out from the keyboard and hangs out between your fingers...  🙈,sarcasm,tweeteval_irony_train
